"Region","Year","Month","AverageEVI","MaxEVI","MinEVI","MedianEVI"
"V","2007","02",0.239351844872695,0.350039394000618,0.043267767858639,0.250646981686557
"V","2007","03",0.25511321929827,0.407267372606182,0.0537510220690328,0.281194277208536
"V","2007","04",0.249091681291944,0.372082466290123,0.0212610670257127,0.273643586525565
"V","2007","05",0.245051458304927,0.309654974654215,0.197487776584364,0.241100532304084
"V","2007","06",0.189304178688622,0.254853830688147,0.0861902044982369,0.192318142407642
"V","2007","07",0.168638782783819,0.22868220977135,0.0981645260677898,0.171514149188918
"V","2007","08",0.145654346646372,0.191559472127083,0.0803843335204736,0.149839295366382
"V","2007","09",0.126286795919251,0.165912150161909,-0.0490604409629264,0.135230568034126
"V","2007","10",0.124246099049357,0.200254956161425,-0.013964217053852,0.124964479888365
"V","2007","11",0.15570844904451,0.249732037883404,-0.0222690371237915,0.17963847171761
"V","2007","12",0.149284723693987,0.295968256535188,-0.0555651136211828,0.138986377890443
"V","2008","01",0.25192608831122,0.446641320831533,-0.0230439174275375,0.247911156752727
"V","2008","02",0.304738737148433,0.412493572460845,0.1797589252295,0.31116051673926
"V","2008","03",0.23720451902717,0.361733789538585,0.0938156404892177,0.241782015053896
"V","2008","04",0.236035325608405,0.299278953258524,0.0977261790029668,0.232630630781757
"V","2008","05",0.192937452149255,0.272764960234838,0.0329660731290378,0.197465490688531
"V","2008","06",0.180041448509303,0.24052334383848,0.067821561426371,0.188680572386725
"V","2008","07",0.159622344884258,0.216665752063991,0.0854481070782358,0.163357713269785
"V","2008","08",0.149235932087512,0.185729910266274,0.0792543707282371,0.156112428035107
"V","2008","09",0.133842754247895,0.162601676923427,0.0723815915296556,0.133381761084632
"V","2008","10",0.132790010092454,0.165403260908758,0.0132233067317636,0.144332904448031
"V","2008","11",0.115317922353208,0.247359775781827,-0.0383807876559064,0.110891751471514
"V","2008","12",0.149138509844442,0.222469347133776,-0.024731267766105,0.162689213103544
"V","2009","01",0.267321187930181,0.447705217427842,0.103256435008123,0.267914603865683
"V","2009","02",0.323349417188858,0.504820858753587,0.0514212257092585,0.347259529865858
"V","2009","03",0.252104288619805,0.432927182406728,0.0825046949591212,0.258919681426184
