"District","YearBegin","MonthBegin","AverageSoilMoisture","MaxSoilMoisture","MinSoilMoisture"
"Mount Darwin","2017","07",3.09972925826841,3.37063935640308,2.9737578094878
"Mudzi","2017","07",3.12608507989876,3.35232725193414,2.90479762736697
"Murehwa","2017","07",3.78710999758339,5.6508749924469,3.02092577300389
"Mutare","2017","07",2.8217740626449,3.13056352029368,2.56125380966771
"Mutasa","2017","07",3.88952650667639,4.2631674969371,3.55213374071792
"Mutoko","2017","07",3.18455358448498,4.82007189889013,2.7214100800944
"Mwenezi","2017","07",2.54711191815625,2.8370224756461,2.4520432267119
"Nkayi","2017","07",2.5288607653914,2.71895042899536,2.44005739318391
"Nyanga","2017","07",4.36231991999858,5.39276494671857,3.84756807658518
"Rushinga","2017","07",3.16848799440209,3.27692082112657,3.07454764079521
"Seke","2017","07",2.65085698703942,3.12032819698841,2.46776811666442
"Shamva","2017","07",3.45668049842811,3.98845113448652,2.94005859701425
"Shurugwi","2017","07",2.7073791993372,3.3260235659971,2.43209186938974
"Tsholotsho","2017","07",2.50924105671559,2.63104891808691,2.38534205594602
"Umguza","2017","07",2.59105663021762,2.72366057043911,2.53082216469968
"UMP","2017","07",3.05665752347381,3.70126364995096,2.74795080841455
"Umzingwane","2017","07",2.38857275576457,2.51105369918187,2.33505313233074
"Wedza","2017","07",2.97407620729181,3.57982418392164,2.59851141825278
"Zaka","2017","07",2.88250276179837,3.36751904856623,2.52559105050463
"Zvimba","2017","07",2.9633618239888,3.47133013895892,2.64763173812026
"Zvishavane","2017","07",2.48156792630092,2.96276993635637,2.37565351964154
"Beitbridge","2017","08",2.21275716492203,2.24463248334736,2.1789288785981
"Bikita","2017","08",2.56317149859528,3.14713411408207,2.31290988110727
"Bindura","2017","08",2.62791243518061,3.02965726215573,2.41879213647011
"Binga","2017","08",2.85907548676286,2.97054194885193,2.78839521377416
"Bubi","2017","08",2.29576019137704,2.37457466495013,2.24982301742787
"Buhera","2017","08",2.46282728072009,2.80232038064989,2.32347779967226
"Bulawayo","2017","08",2.32350694505564,2.44320216967118,2.17916169992867
"Bulilima (North)","2017","08",2.40730617640248,2.51506599086746,2.35015821712852
"Centenary","2017","08",2.26652532995167,2.31217873540926,2.24083152568406
"Chegutu","2017","08",2.25486737477737,2.35361145021708,2.17060653685336
"Chikomba","2017","08",2.50610598619481,3.05982222502718,2.23794375169356
"Chimanimani","2017","08",3.49512887136356,4.16344949711889,2.81703779672142
"Chipinge","2017","08",3.3462157042914,3.89873450826289,2.69051735485832
"Chiredzi","2017","08",2.47527296801504,2.89775832227214,2.27418193949158
"Chirumhanzu","2017","08",2.4357227171354,2.55420905471083,2.33434803555792
"Chivi","2017","08",2.49142982278965,2.87155975395584,2.35417642300321
"Gokwe North","2017","08",2.12278006260392,2.17900934906122,2.04910509831626
"Gokwe South","2017","08",2.43106438659807,2.52957991559968,2.33018139011877
"Goromonzi","2017","08",2.53277327366483,2.95900558773466,2.28297958215936
"Guruve","2017","08",2.14343118319511,2.21548223882745,2.09996806332995
"Gutu","2017","08",2.49642475287256,2.79354148955825,2.34551590530962
"Gwanda","2017","08",2.32347150577232,2.37323306704405,2.26841773134945
"Gweru","2017","08",2.29808872257104,2.45911676597212,2.20112794444653
"Harare","2017","08",2.36801534876289,2.41806655615197,2.28254222135326
"Hurungwe","2017","08",2.18066397161704,2.27159738489393,2.09318872895845
"Hwange","2017","08",2.38295897725338,2.52146565294554,2.27635195373824
"Insiza","2017","08",2.35836632470469,2.49658015445964,2.2514148503017
"Kadoma","2017","08",2.25173164420016,2.33482496130392,2.18235598090383
"Kariba","2017","08",6.22019105158405,6.34756783029613,6.14269394480528
"Kwekwe","2017","08",2.3011164802731,2.33790588825337,2.24447217560779
"Lupane","2017","08",2.48439709055717,2.59110484317741,2.42328405383373
"Makonde","2017","08",2.16259242801784,2.24231252162261,2.09661528021513
"Makoni","2017","08",2.56348133699392,2.83227588029592,2.3943196652078
"Mangwe (South)","2017","08",2.35708867188495,2.48535894979549,2.29585330028556
"Marondera","2017","08",2.60139414145145,3.08415699448386,2.32739718827612
"Masvingo","2017","08",2.53292206520052,2.93811736760325,2.31943962410484
"Matobo","2017","08",2.34470484318272,2.43478832724716,2.26279300271945
